# Time indexes blocks. 
# Columns Headings: 
# x	var0 u	var0 q	var0 sigma	var1 u	var1 q	var1 sigma	var2 u	var2 q	var2 sigma
# t = 0
0.799	1.72308	-1.9266	3.07316	1.72542	-1.91952	11.3376	1.72542	-1.93045	5.12882
0.802	1.71729	-1.93333	3.10366	1.71964	-1.93376	11.4063	1.71962	-1.93589	5.17979
0.805	1.71148	-1.93916	3.13511	1.71381	-1.95059	11.4617	1.71381	-1.94072	5.23232
0.808	1.70565	-1.94764	3.15406	1.70795	-1.95293	11.5662	1.70797	-1.95008	5.26392
0.811	1.6998	-1.95635	3.16925	1.7021	-1.95047	11.6833	1.70211	-1.95981	5.28921
0.814	1.69392	-1.96224	3.19499	1.69623	-1.96145	11.7518	1.69622	-1.96558	5.33218
0.817	1.68803	-1.96598	3.22603	1.69033	-1.97745	11.794	1.69032	-1.96739	5.38407
0.82	1.68212	-1.97645	3.24678	1.68439	-1.98816	11.894	1.6844	-1.98299	5.41845
0.823	1.67619	-1.98039	3.25501	1.67847	-1.97439	12.0018	1.67846	-1.9843	5.43231
0.826	1.67024	-1.98343	3.283	1.67252	-1.98747	12.0449	1.67251	-1.98566	5.4791
0.829	1.66429	-1.98725	3.30728	1.66654	-1.99792	12.098	1.66655	-1.98914	5.51965
0.832	1.65832	-1.99301	3.32056	1.66055	-1.9953	12.1937	1.66057	-1.99566	5.54178
0.835	1.65233	-1.99838	3.33386	1.65457	-1.99333	12.2855	1.65457	-2.00198	5.56394
0.838	1.64633	-2.00093	3.35704	1.64858	-2.00297	12.3311	1.64856	-2.00397	5.60264
0.841	1.64032	-2.0026	3.38159	1.64255	-2.01326	12.3686	1.64255	-2.00415	5.6437
0.844	1.63431	-2.00681	3.39097	1.63652	-2.00854	12.4562	1.63653	-2.00967	5.65928
0.847	1.62828	-2.01036	3.40459	1.6305	-2.0075	12.5325	1.63049	-2.01359	5.68198
0.85	1.62225	-2.01159	3.42482	1.62446	-2.01471	12.5724	1.62445	-2.01425	5.71578
0.853	1.61621	-2.01274	3.44335	1.61841	-2.02025	12.6148	1.61841	-2.01496	5.74673
0.856	1.61017	-2.01486	3.45525	1.61235	-2.0184	12.6807	1.61236	-2.01732	5.76659
0.859	1.60413	-2.01719	3.46521	1.6063	-2.01541	12.7506	1.6063	-2.0206	5.78315
0.862	1.59807	-2.01743	3.48059	1.60025	-2.01784	12.7927	1.60024	-2.02029	5.80885
0.865	1.59202	-2.01676	3.49767	1.59419	-2.02485	12.8155	1.59418	-2.01989	5.83735
0.868	1.58597	-2.01745	3.50959	1.58811	-2.02282	12.8708	1.58813	-2.02003	5.85727
0.871	1.57992	-2.01848	3.51566	1.58206	-2.01619	12.9382	1.58206	-2.02174	5.86737
0.874	1.57386	-2.0177	3.52812	1.57601	-2.01722	12.9741	1.576	-2.02091	5.88816
0.877	1.56781	-2.01542	3.54434	1.56995	-2.02212	12.989	1.56994	-2.0176	5.91528
0.88	1.56177	-2.01412	3.55462	1.56388	-2.02125	13.0239	1.56389	-2.01622	5.93244
0.883	1.55573	-2.01411	3.55776	1.55783	-2.01335	13.0845	1.55784	-2.01733	5.93762
0.886	1.54969	-2.01189	3.56461	1.5518	-2.00884	13.1206	1.55179	-2.01474	5.94907
0.889	1.54365	-2.009	3.58225	1.54576	-2.0174	13.1205	1.54575	-2.01154	5.97854
0.892	1.53763	-2.00619	3.58783	1.53971	-2.01235	13.1514	1.53972	-2.00842	5.98786
0.895	1.53162	-2.00477	3.58866	1.53369	-2.00331	13.2025	1.5337	-2.00805	5.9892
0.898	1.52561	-2.0015	3.59512	1.52769	-2.00024	13.2251	1.52768	-2.00473	5.99998
0.901	1.51961	-1.99667	3.60622	1.52168	-2.00214	13.2229	1.52167	-1.99892	6.01856
0.904	1.51363	-1.99253	3.61278	1.51568	-2.00008	13.2345	1.51568	-1.99467	6.02951
0.907	1.50765	-1.9895	3.61192	1.50969	-1.99031	13.2728	1.5097	-1.9923	6.02804
0.91	1.50169	-1.98562	3.61416	1.50373	-1.9831	13.299	1.50373	-1.98823	6.03178
0.913	1.49574	-1.97985	3.62114	1.49778	-1.98351	13.2898	1.49777	-1.98249	6.04343
0.916	1.48981	-1.97398	3.62658	1.49183	-1.98115	13.2862	1.49183	-1.97599	6.05256
0.919	1.48389	-1.9694	3.62517	1.4859	-1.97264	13.307	1.48591	-1.97207	6.05016
0.922	1.47799	-1.96448	3.62257	1.48	-1.96281	13.3282	1.48	-1.96761	6.04579
0.925	1.47211	-1.95807	3.62501	1.47412	-1.95862	13.3233	1.47411	-1.96096	6.04988
0.928	1.46625	-1.95064	3.63009	1.46824	-1.95753	13.3015	1.46824	-1.95284	6.0584
0.931	1.4604	-1.94451	3.62913	1.46238	-1.95041	13.3043	1.46239	-1.94686	6.05679
0.934	1.45458	-1.9385	3.61925	1.45655	-1.93503	13.3272	1.45656	-1.94171	6.04024
0.937	1.44877	-1.93081	3.62107	1.45076	-1.93129	13.3086	1.45074	-1.93354	6.04331
0.94	1.443	-1.92204	3.62433	1.44496	-1.92965	13.2742	1.44496	-1.92398	6.0488
0.943	1.43724	-1.91462	3.6196	1.43919	-1.92045	13.2687	1.4392	-1.91684	6.04089
0.946	1.43151	-1.90775	3.60994	1.43344	-1.90647	13.2794	1.43345	-1.91073	6.02473
0.949	1.4258	-1.89954	3.60489	1.42774	-1.89766	13.2657	1.42773	-1.90271	6.01628
0.952	1.42011	-1.88953	3.60573	1.42205	-1.89464	13.2219	1.42204	-1.89172	6.01773
0.955	1.41446	-1.88094	3.60289	1.41638	-1.8899	13.1926	1.41638	-1.88386	6.01295
0.958	1.40883	-1.87205	3.59	1.41074	-1.87319	13.1905	1.41075	-1.87478	5.99146
0.961	1.40323	-1.863	3.58078	1.40514	-1.86142	13.1744	1.40513	-1.86596	5.97605
0.964	1.39765	-1.85251	3.57639	1.39956	-1.85488	13.1322	1.39955	-1.85503	5.96875
0.967	1.39211	-1.84172	3.57142	1.39401	-1.84805	13.0871	1.394	-1.84372	5.96049
0.97	1.3866	-1.83176	3.56061	1.38848	-1.83594	13.0614	1.38849	-1.83396	5.94244
0.973	1.38112	-1.82218	3.54637	1.38299	-1.82099	13.0457	1.383	-1.82509	5.91863
0.976	1.37567	-1.81077	3.53621	1.37755	-1.80997	13.0039	1.37754	-1.81327	5.9017
0.979	1.37026	-1.79909	3.53309	1.37212	-1.80656	12.9395	1.37212	-1.80116	5.89651
0.982	1.36488	-1.78785	3.51888	1.36672	-1.79257	12.9043	1.36673	-1.78999	5.8728
0.985	1.35953	-1.77734	3.50144	1.36137	-1.77595	12.8821	1.36138	-1.78022	5.84365
0.988	1.35421	-1.76536	3.48904	1.35606	-1.76438	12.8336	1.35605	-1.76813	5.82295
0.991	1.34894	-1.75221	3.48053	1.35078	-1.75686	12.7635	1.35077	-1.75427	5.80879
0.994	1.3437	-1.73951	3.46817	1.34552	-1.74609	12.7044	1.34553	-1.7413	5.78818
0.997	1.3385	-1.72786	3.44909	1.34031	-1.72941	12.6691	1.34032	-1.73027	5.7563
1	1.33333	-1.71573	3.43048	1.33515	-1.71344	12.6274	1.33515	-1.71859	5.72521


# t = 1e-06
0.1	1	3.81467	-0.763943	1.00136	3.81967	-2.80508	1.00136	3.81991	-1.27497
0.103	1.01144	3.81245	-0.786444	1.01282	3.81767	-2.88751	1.01282	3.8176	-1.31252
0.106	1.02287	3.80985	-0.808786	1.02427	3.81497	-2.96961	1.02427	3.81501	-1.34981
0.109	1.0343	3.80675	-0.831004	1.03571	3.81188	-3.05116	1.03571	3.81188	-1.38689
0.112	1.04571	3.80319	-0.853079	1.04714	3.80839	-3.13218	1.04714	3.80834	-1.42373
0.115	1.05712	3.79916	-0.874996	1.05856	3.80426	-3.2127	1.05856	3.80429	-1.46031
0.118	1.06851	3.79465	-0.896758	1.06996	3.79975	-3.2926	1.06996	3.79977	-1.49663
0.121	1.07989	3.78968	-0.918366	1.08135	3.79495	-3.37183	1.08135	3.79483	-1.53269
0.124	1.09125	3.78422	-0.939764	1.09273	3.78919	-3.45056	1.09273	3.78928	-1.5684
0.127	1.10259	3.77835	-0.961009	1.10409	3.78354	-3.52845	1.10409	3.78349	-1.60386
0.13	1.11392	3.77197	-0.982046	1.11543	3.77702	-3.60576	1.11543	3.77705	-1.63897
0.133	1.12522	3.76513	-1.00289	1.12675	3.7702	-3.68227	1.12675	3.77021	-1.67376
0.136	1.13651	3.75784	-1.02353	1.13805	3.763	-3.758	1.13805	3.76296	-1.7082
0.139	1.14777	3.75007	-1.04394	1.14933	3.75505	-3.83303	1.14933	3.7551	-1.74226
0.142	1.15901	3.74188	-1.06414	1.16058	3.74702	-3.90711	1.16058	3.74699	-1.77597
0.145	1.17022	3.73304	-1.08414	1.17181	3.73742	-3.98065	1.17181	3.73745	-1.80937
0.148	1.18141	3.72405	-1.10381	1.18301	3.72896	-4.0529	1.18301	3.72905	-1.84219
0.151	1.19256	3.71447	-1.1233	1.19418	3.71961	-4.12431	1.19418	3.71953	-1.87472
0.154	1.20369	3.70441	-1.14252	1.20533	3.70934	-4.19495	1.20533	3.70936	-1.90679
0.157	1.21479	3.69397	-1.16147	1.21644	3.69896	-4.26456	1.21644	3.69901	-1.93841
0.16	1.22585	3.68299	-1.18017	1.22752	3.68803	-4.33312	1.22752	3.68798	-1.96963
0.163	1.23689	3.67159	-1.19858	1.23857	3.6765	-4.40076	1.23857	3.67649	-2.00035
0.166	1.24788	3.65987	-1.21669	1.24958	3.66486	-4.46737	1.24958	3.66495	-2.03058
0.169	1.25884	3.64743	-1.23454	1.26056	3.65221	-4.53278	1.26056	3.6522	-2.06037
0.172	1.26977	3.63491	-1.25203	1.27149	3.63965	-4.59736	1.27149	3.63996	-2.08956
0.175	1.28065	3.62156	-1.26936	1.28239	3.62679	-4.66019	1.28239	3.62637	-2.11848
0.178	1.2915	3.60809	-1.2862	1.29325	3.6128	-4.72267	1.29325	3.61296	-2.14659
0.181	1.3023	3.59417	-1.30277	1.30407	3.59881	-4.78372	1.30407	3.59917	-2.17423
0.184	1.31306	3.57945	-1.31919	1.31485	3.58477	-4.84283	1.31485	3.5841	-2.20163
0.187	1.32378	3.5649	-1.33496	1.32558	3.56941	-4.9021	1.32558	3.56991	-2.22795
0.19	1.33445	3.5483	-1.3507	1.33626	3.55234	-4.95823	1.33626	3.55135	-2.25425
0.193	1.34507	3.534	-1.36561	1.3469	3.5371	-5.01624	1.3469	3.53889	-2.2791
0.196	1.35565	3.51762	-1.38079	1.35749	3.52258	-5.06961	1.35749	3.52247	-2.30444
0.199	1.36618	3.5007	-1.39553	1.36804	3.50661	-5.12207	1.36804	3.50512	-2.32905
0.202	1.37666	3.48446	-1.40921	1.37853	3.48769	-5.17641	1.37853	3.48949	-2.35187
0.205	1.38708	3.46667	-1.42329	1.38897	3.47145	-5.22565	1.38897	3.47136	-2.37538
0.208	1.39746	3.44835	-1.43715	1.39936	3.45541	-5.27309	1.39936	3.45255	-2.39851
0.211	1.40778	3.43179	-1.44859	1.40969	3.43053	-5.32748	1.40969	3.43729	-2.41758
0.214	1.41804	3.41094	-1.4636	1.41997	3.42149	-5.36445	1.41996	3.41457	-2.44265
0.217	1.42825	3.3944	-1.47359	1.43019	3.39367	-5.41905	1.43019	3.39994	-2.45931
0.22	1.4384	3.37297	-1.4872	1.44035	3.38116	-5.45455	1.44035	3.37694	-2.48204
0.223	1.44849	3.35386	-1.49803	1.45046	3.35892	-5.49946	1.45046	3.35825	-2.50011
0.226	1.45852	3.33498	-1.50802	1.4605	3.33484	-5.5446	1.4605	3.34034	-2.51677
0.229	1.4685	3.31207	-1.5206	1.47049	3.32165	-5.57442	1.47049	3.31559	-2.5378
0.232	1.4784	3.29278	-1.52965	1.48042	3.29679	-5.61768	1.48041	3.29762	-2.55287
0.235	1.48825	3.26553	-1.53723	1.49024	3.26135	-5.6497	1.49028	3.26466	-2.5656
0.238	1.49803	3.25002	-1.54792	1.50007	3.24999	-5.69065	1.50006	3.25469	-2.58337
0.241	1.50775	3.2285	-1.55687	1.50979	3.22879	-5.72343	1.50979	3.23369	-2.5983
0.244	1.51739	3.2033	-1.56781	1.51945	3.21517	-5.74307	1.51945	3.20634	-2.61658
0.247	1.52697	3.18323	-1.57324	1.52905	3.18331	-5.78417	1.52905	3.18825	-2.62561
0.25	1.53649	3.15996	-1.58092	1.53857	3.16046	-5.81102	1.53858	3.1648	-2.63844
0.253	1.54593	3.13325	-1.59135	1.54803	3.14892	-5.82237	1.54803	3.13571	-2.65588
0.256	1.5553	3.11481	-1.59135	1.55742	3.10134	-5.87416	1.55741	3.12123	-2.65581
0.259	1.5646	3.08505	-1.60563	1.56673	3.1059	-5.86512	1.56672	3.08719	-2.67971
0.262	1.57383	3.06486	-1.60549	1.57597	3.06122	-5.90949	1.57596	3.07023	-2.67942
0.265	1.58298	3.03859	-1.6125	1.58512	3.04235	-5.92112	1.58513	3.0428	-2.69115
0.268	1.59206	3.01202	-1.61845	1.59422	3.02112	-5.93268	1.59422	3.01521	-2.70109
0.271	1.60106	2.98855	-1.62075	1.60323	2.98928	-5.95747	1.60323	2.99325	-2.7049
0.274	1.60998	2.96234	-1.6249	1.61217	2.96425	-5.96983	1.61217	2.96652	-2.71184
0.277	1.61883	2.93452	-1.63015	1.62103	2.94501	-5.97294	1.62103	2.93772	-2.72062
0.28	1.6276	2.91089	-1.63001	1.62981	2.90574	-6.00028	1.62981	2.91432	-2.72037
0.283	1.63629	2.8815	-1.6351	1.6385	2.89054	-5.99283	1.63851	2.88454	-2.72888
0.286	1.64489	2.85549	-1.63573	1.64713	2.86007	-6.00474	1.64712	2.85941	-2.72992
0.289	1.65342	2.8291	-1.63573	1.65566	2.82804	-6.0155	1.65566	2.83344	-2.7299
0.292	1.66186	2.79974	-1.63875	1.66411	2.80758	-6.00855	1.66412	2.80303	-2.73497
0.295	1.67022	2.77231	-1.63852	1.67249	2.77792	-6.01253	1.67249	2.77589	-2.73458
0.298	1.6785	2.74595	-1.63571	1.68077	2.74114	-6.02314	1.68078	2.75063	-2.72986
0.301	1.68669	2.71419	-1.6406	1.68897	2.73074	-5.99794	1.68898	2.71687	-2.73806
0.304	1.69479	2.68827	-1.63308	1.69709	2.68127	-6.01733	1.69709	2.69254	-2.72548
0.307	1.70281	2.65784	-1.63467	1.70512	2.66323	-5.9985	1.70512	2.66143	-2.72816
0.31	1.71074	2.62766	-1.6332	1.71306	2.63561	-5.98662	1.71306	2.63045	-2.72571
0.313	1.71858	2.59998	-1.62824	1.72092	2.59959	-5.98698	1.72091	2.60403	-2.71741
0.316	1.72634	2.56986	-1.62528	1.72867	2.57096	-5.97307	1.72868	2.57384	-2.71247
0.319	1.734	2.53762	-1.6241	1.73635	2.54776	-5.94751	1.73635	2.53986	-2.71053
0.322	1.74157	2.50972	-1.61706	1.74394	2.51021	-5.94458	1.74393	2.51385	-2.69874
0.325	1.74905	2.48242	-1.61716	1.75139	2.49922	-5.91928	1.75143	2.49022	-2.69884
0.328	1.75644	2.44697	-1.60802	1.75883	2.45117	-5.9014	1.75882	2.44978	-2.68368
0.331	1.76374	2.41805	-1.59983	1.76613	2.41442	-5.89061	1.76613	2.42255	-2.66998
0.334	1.77094	2.38429	-1.59665	1.77334	2.3915	-5.85266	1.77334	2.38682	-2.66472
0.337	1.77804	2.35302	-1.58934	1.78046	2.35908	-5.82868	1.78046	2.35577	-2.65251
0.34	1.78506	2.32316	-1.57956	1.78748	2.32112	-5.81223	1.78748	2.32716	-2.63616
0.343	1.79198	2.28988	-1.57321	1.7944	2.29321	-5.77535	1.79441	2.29276	-2.62558
0.346	1.7988	2.25715	-1.56714	1.80124	2.26823	-5.73579	1.80124	2.2598	-2.61546
0.349	1.80553	2.22696	-1.55218	1.80797	2.2189	-5.72454	1.80798	2.23063	-2.59047
0.352	1.81215	2.19198	-1.54811	1.81461	2.20188	-5.6676	1.81461	2.19435	-2.58371
0.355	1.81868	2.16022	-1.53602	1.82116	2.16312	-5.63928	1.82115	2.16287	-2.56351
0.358	1.82512	2.12847	-1.52403	1.82759	2.12693	-5.60683	1.82759	2.13197	-2.54349
0.361	1.83145	2.09417	-1.51498	1.83393	2.09951	-5.55671	1.83393	2.09695	-2.52839
0.364	1.83768	2.06044	-1.50357	1.84018	2.06582	-5.51298	1.84017	2.06242	-2.50937
0.367	1.84382	2.02917	-1.4888	1.84632	2.02716	-5.47986	1.84632	2.03315	-2.48467
0.37	1.84985	1.99015	-1.47816	1.85235	1.9897	-5.42043	1.85236	1.98664	-2.46709
0.373	1.85578	1.96138	-1.46257	1.85831	1.95709	-5.38637	1.8583	1.96405	-2.44093
0.376	1.86161	1.92789	-1.44924	1.86413	1.92587	-5.33408	1.86414	1.93151	-2.41865
0.379	1.86734	1.89137	-1.43922	1.86987	1.90204	-5.26353	1.86988	1.89321	-2.40198
0.382	1.87297	1.85847	-1.42146	1.87552	1.85895	-5.22276	1.87551	1.86041	-2.37232
0.385	1.87849	1.8258	-1.4044	1.88104	1.82211	-5.1741	1.88104	1.8296	-2.3438
0.388	1.88392	1.78863	-1.39333	1.88646	1.79875	-5.09581	1.88647	1.79039	-2.32539
0.391	1.88923	1.75477	-1.37428	1.89181	1.75556	-5.04728	1.89179	1.75617	-2.29359
0.394	1.89446	1.72477	-1.35294	1.89698	1.7155	-5.00633	1.89703	1.73135	-2.25786
0.397	1.89955	1.68082	-1.34892	1.90214	1.70568	-4.88614	1.90213	1.67867	-2.25136
0.4	1.90456	1.65349	-1.3185	1.90716	1.64454	-4.87409	1.90714	1.65771	-2.20043
0.403	1.90947	1.61836	-1.30088	1.91204	1.61106	-4.80427	1.91206	1.62239	-2.17103
0.406	1.91426	1.57722	-1.29185	1.91685	1.59551	-4.69384	1.91686	1.57582	-2.1561
0.409	1.91894	1.54692	-1.26547	1.92157	1.54833	-4.6524	1.92155	1.55066	-2.11192
0.412	1.92354	1.51382	-1.23899	1.92613	1.49314	-4.60929	1.92615	1.51678	-2.06777
0.415	1.92801	1.47547	-1.23125	1.93063	1.51731	-4.45186	1.93062	1.49163	-2.0545
0.418	1.93239	1.44027	-1.20697	1.93501	1.44823	-4.41967	1.93501	1.44372	-2.01431
0.421	1.93665	1.40476	-1.18304	1.93928	1.40164	-4.35464	1.93928	1.40578	-1.97443
0.424	1.94082	1.3697	-1.16205	1.94344	1.37094	-4.27055	1.94345	1.37245	-1.93936
0.427	1.94487	1.33281	-1.14195	1.94751	1.33905	-4.18013	1.94751	1.33427	-1.90584
0.43	1.94882	1.29773	-1.1177	1.95147	1.29836	-4.10498	1.95146	1.29876	-1.86538
0.433	1.95266	1.2638	-1.09232	1.9553	1.26024	-4.02878	1.95531	1.26705	-1.82296
0.436	1.95639	1.22512	-1.07409	1.95904	1.23342	-3.92133	1.95905	1.2251	-1.79263
0.439	1.96002	1.191	-1.04555	1.96268	1.18845	-3.84946	1.96267	1.19233	-1.74495
0.442	1.96354	1.1556	-1.02194	1.9662	1.15599	-3.75689	1.9662	1.1577	-1.70553
0.445	1.96695	1.11858	-0.999081	1.96962	1.1236	-3.65661	1.96962	1.11938	-1.66741
0.448	1.97025	1.08374	-0.972014	1.97293	1.08456	-3.57089	1.97292	1.08526	-1.62222
0.451	1.97345	1.0487	-0.944915	1.97613	1.04664	-3.48131	1.97613	1.05092	-1.57697
0.454	1.97654	1.01123	-0.921414	1.97922	1.01522	-3.37332	1.97922	1.01174	-1.5378
0.457	1.97952	0.975969	-0.894773	1.98221	0.981046	-3.27524	1.9822	0.977498	-1.4933
0.46	1.9824	0.939148	-0.86408	1.98508	0.928035	-3.19434	1.98509	0.935398	-1.44223
0.463	1.98516	0.903779	-0.840283	1.98785	0.907904	-3.07411	1.98786	0.90403	-1.4024
0.466	1.98782	0.869015	-0.811244	1.99053	0.871409	-2.97614	1.99052	0.870562	-1.3539
0.469	1.99038	0.833534	-0.781387	1.99308	0.831199	-2.8788	1.99308	0.83456	-1.30408
0.472	1.99282	0.797462	-0.754238	1.99552	0.799678	-2.76629	1.99553	0.798675	-1.25877
0.475	1.99516	0.761419	-0.725777	1.99787	0.765136	-2.65638	1.99787	0.762265	-1.21128
0.478	1.99739	0.726475	-0.694068	2.00011	0.724227	-2.55749	2.0001	0.727299	-1.15835
0.481	1.99952	0.691189	-0.664957	2.00223	0.692254	-2.44392	2.00223	0.693084	-1.10974
0.484	2.00154	0.653721	-0.637227	2.00426	0.659013	-2.3221	2.00425	0.653136	-1.06353
0.487	2.00345	0.620792	-0.602124	2.00617	0.616966	-2.22817	2.00617	0.622735	-1.00487
0.49	2.00526	0.584277	-0.573113	2.00797	0.584496	-2.10591	2.00798	0.585045	-0.956485
0.493	2.00696	0.54799	-0.543548	2.00968	0.552286	-1.98259	2.00968	0.547973	-0.907166
0.496	2.00855	0.513889	-0.509899	2.01128	0.514432	-1.87414	2.01127	0.515087	-0.850968
0.499	2.01004	0.478955	-0.476446	2.01276	0.475426	-1.76265	2.01276	0.479721	-0.795151
0.502	2.01142	0.443068	-0.446707	2.01414	0.446485	-1.6318	2.01415	0.443812	-0.745517
0.505	2.0127	0.406819	-0.416122	2.01544	0.40691	-1.51462	2.01543	0.4025	-0.694629
0.508	2.01387	0.373969	-0.37755	2.0166	0.36905	-1.40389	2.0166	0.374628	-0.630099
0.511	2.01494	0.338345	-0.347031	2.01767	0.340669	-1.26876	2.01767	0.338983	-0.579164
0.514	2.0159	0.302916	-0.314245	2.01864	0.306382	-1.14146	2.01863	0.302498	-0.524479
0.517	2.01676	0.269758	-0.277316	2.0195	0.26742	-1.02872	2.01949	0.270694	-0.462801
0.52	2.01752	0.235143	-0.243123	2.02025	0.23296	-0.90209	2.02025	0.235908	-0.405741
0.523	2.01817	0.199057	-0.212123	2.0209	0.204137	-0.759872	2.02091	0.198259	-0.354053
0.526	2.01871	0.166719	-0.174698	2.02147	0.167163	-0.643819	2.02145	0.167947	-0.291526
0.529	2.01917	0.132087	-0.137134	2.0219	0.126399	-0.521915	2.02191	0.131982	-0.228876
0.532	2.01951	0.0972588	-0.105989	2.02224	0.101657	-0.374741	2.02225	0.0973006	-0.176891
0.535	2.01975	0.0635457	-0.0692658	2.02249	0.0651582	-0.248152	2.02249	0.0632928	-0.115611
0.538	2.01989	0.0307628	-0.0309913	2.02263	0.0272678	-0.126382	2.02263	0.0310384	-0.0517142
0.541	2.01993	-0.00297396	0.00417185	2.02267	-0.00367769	0.0112461	2.02267	-0.00245011	0.00698029
0.544	2.01987	-0.0377515	0.0381611	2.02261	-0.0341594	0.155407	2.02261	-0.0387092	0.0636572
0.547	2.01971	-0.0698377	0.0767349	2.02246	-0.0695029	0.281816	2.02245	-0.0695089	0.12808
0.55	2.01945	-0.0998941	0.114515	2.02219	-0.0966801	0.412986	2.02219	-0.094268	0.191315
0.553	2.01909	-0.136875	0.149199	2.02183	-0.134376	0.559779	2.02183	-0.137876	0.248974
0.556	2.01863	-0.168653	0.188045	2.02138	-0.168546	0.690281	2.02137	-0.168493	0.313847
0.559	2.01808	-0.201172	0.226715	2.02082	-0.204285	0.822797	2.02082	-0.201524	0.378368
0.562	2.01743	-0.233907	0.262772	2.02016	-0.233171	0.96821	2.02016	-0.234136	0.438551
0.565	2.01668	-0.266426	0.299964	2.01941	-0.264448	1.11012	2.01941	-0.266954	0.500613
0.568	2.01583	-0.297939	0.340053	2.01857	-0.300681	1.24089	2.01856	-0.298512	0.567517
0.571	2.01489	-0.329376	0.378109	2.01762	-0.330656	1.38236	2.01762	-0.328971	0.631067
0.574	2.01385	-0.362705	0.413221	2.01659	-0.35915	1.53588	2.01658	-0.364425	0.689591
0.577	2.01272	-0.392286	0.455545	2.01545	-0.395205	1.66147	2.01545	-0.392077	0.760298
0.58	2.01149	-0.423789	0.494049	2.01422	-0.42698	1.8037	2.01422	-0.424132	0.82454
0.583	2.01017	-0.455857	0.530163	2.0129	-0.454	1.95748	2.0129	-0.457026	0.884784
0.586	2.00876	-0.486298	0.569229	2.01149	-0.484279	2.09953	2.01149	-0.486888	0.950005
0.589	2.00726	-0.516111	0.611213	2.00998	-0.520665	2.22962	2.00998	-0.516694	1.02007
0.592	2.00566	-0.546396	0.649558	2.00838	-0.548821	2.37647	2.00839	-0.5465	1.08409
0.595	2.00398	-0.580094	0.6843	2.0067	-0.579685	2.53571	2.00669	-0.586121	1.14185
0.598	2.0022	-0.60676	0.728219	2.00492	-0.610347	2.66381	2.00491	-0.607675	1.21534
0.601	2.00034	-0.635632	0.768705	2.00304	-0.640713	2.80331	2.00305	-0.635574	1.28295
0.604	1.99838	-0.666746	0.804266	2.00109	-0.665287	2.96433	2.00109	-0.668332	1.34224
0.607	1.99634	-0.695856	0.84328	1.99905	-0.693042	3.11149	1.99904	-0.697095	1.40736
0.61	1.99421	-0.723584	0.886209	1.99692	-0.727282	3.24181	1.99691	-0.724091	1.47904
0.613	1.99199	-0.752271	0.926346	1.99469	-0.757572	3.3843	1.9947	-0.753138	1.54601
0.616	1.98969	-0.781694	0.960822	1.99239	-0.776765	3.55025	1.99239	-0.78262	1.60355
0.619	1.9873	-0.810333	1.00267	1.99001	-0.810384	3.68926	1.99	-0.812438	1.67334
0.622	1.98484	-0.836133	1.04618	1.98753	-0.842587	3.81666	1.98753	-0.836216	1.74604
0.625	1.98228	-0.865124	1.08238	1.98497	-0.865846	3.97648	1.98497	-0.866455	1.80641
0.628	1.97965	-0.893234	1.11994	1.98233	-0.890332	4.13079	1.98233	-0.895161	1.86908
0.631	1.97693	-0.919151	1.16234	1.97962	-0.920819	4.26448	1.97961	-0.919982	1.93987
0.634	1.97413	-0.945576	1.20387	1.97681	-0.951484	4.40097	1.97681	-0.946602	2.00918
0.637	1.97125	-0.972855	1.24014	1.97392	-0.972294	4.56003	1.97393	-0.973985	2.06971
0.64	1.96829	-1.00084	1.27651	1.97097	-1.00057	4.70918	1.97096	-1.00632	2.13024
0.643	1.96526	-1.02455	1.32217	1.96793	-1.0301	4.83748	1.96792	-1.02584	2.20661
0.646	1.96214	-1.05026	1.36036	1.9648	-1.0531	4.987	1.96481	-1.05116	2.27036
0.649	1.95895	-1.07687	1.3968	1.96161	-1.07537	5.14336	1.96161	-1.07906	2.33113
0.652	1.95569	-1.10133	1.43731	1.95834	-1.10156	5.28229	1.95834	-1.1028	2.39876
0.655	1.95235	-1.12537	1.47888	1.955	-1.12994	5.41558	1.95499	-1.1264	2.46816
0.658	1.94893	-1.15048	1.5166	1.95157	-1.15324	5.56429	1.95158	-1.15225	2.53108
0.661	1.94544	-1.17483	1.55253	1.94808	-1.17171	5.71851	1.94808	-1.17611	2.59108
0.664	1.94188	-1.19912	1.59433	1.94453	-1.20174	5.85253	1.94452	-1.20145	2.66079
0.667	1.93825	-1.22137	1.6348	1.94088	-1.22645	5.98516	1.94088	-1.22228	2.72839
0.67	1.93455	-1.24571	1.67047	1.93717	-1.24624	6.13895	1.93718	-1.24759	2.78788
0.673	1.93078	-1.26902	1.70793	1.9334	-1.26809	6.28413	1.9334	-1.27127	2.85039
0.676	1.92694	-1.29071	1.74858	1.92956	-1.29334	6.41477	1.92955	-1.29205	2.91826
0.679	1.92303	-1.31295	1.78764	1.92564	-1.31774	6.5503	1.92564	-1.31459	2.98345
0.682	1.91906	-1.33551	1.82298	1.92166	-1.33554	6.70057	1.92167	-1.33726	3.04242
0.685	1.91502	-1.35833	1.85894	1.91763	-1.35959	6.84018	1.91762	-1.36318	3.10231
0.688	1.91092	-1.3781	1.90086	1.91351	-1.38276	6.96707	1.91351	-1.37991	3.17239
0.691	1.90675	-1.39913	1.93741	1.90933	-1.40202	7.10764	1.90934	-1.40065	3.23341
0.694	1.90252	-1.42066	1.97253	1.9051	-1.4207	7.25273	1.9051	-1.42311	3.29198
